Run	0	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	375	10000	Gen	1273	Outcome	HDN
Run	1	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	426	10000	10000	10000	10000	10000	10000	Gen	1849	Outcome	HDN
Run	2	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	437	10000	10000	10000	10000	10000	Gen	680	Outcome	HDN
Run	3	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	404	10000	10000	10000	10000	10000	10000	Gen	3078	Outcome	HDN
Run	4	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	356	10000	10000	10000	10000	10000	Gen	264	Outcome	HDN
Run	5	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	478	10000	Gen	1267	Outcome	HDN
Run	6	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	423	10000	10000	10000	10000	10000	10000	10000	10000	Gen	268	Outcome	HDN
Run	7	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	9998	10000	10000	10000	408	10000	10000	10000	10000	Gen	2499	Outcome	HDN
Run	8	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	474	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	603	Outcome	HDN
Run	9	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	443	10000	10000	10000	Gen	1454	Outcome	HDN
Run	10	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	418	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1663	Outcome	HDN
Run	11	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	438	10000	10000	10000	10000	10000	10000	10000	10000	Gen	857	Outcome	HDN
Run	12	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	10000	449	Gen	504	Outcome	HDN
Run	13	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	431	9990	10000	Gen	194	Outcome	HDN
Run	14	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	420	10000	10000	10000	10000	Gen	1264	Outcome	HDN
Run	15	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	443	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	369	Outcome	HDN
Run	16	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	408	10000	10000	10000	10000	Gen	666	Outcome	HDN
Run	17	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	426	10000	10000	10000	10000	Gen	2923	Outcome	HDN
Run	18	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	10000	430	Gen	1644	Outcome	HDN
Run	19	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	382	10000	10000	10000	10000	10000	Gen	185	Outcome	HDN
Run	20	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	456	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	3443	Outcome	HDN
Run	21	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	452	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1027	Outcome	HDN
Run	22	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	421	10000	10000	10000	10000	10000	10000	9998	10000	Gen	568	Outcome	HDN
Run	23	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	10000	445	Gen	1453	Outcome	HDN
Run	24	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	412	10000	10000	10000	10000	10000	10000	Gen	584	Outcome	HDN
Run	25	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	451	10000	10000	10000	10000	Gen	647	Outcome	HDN
Run	26	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	442	10000	10000	Gen	116	Outcome	HDN
Run	27	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	446	10000	10000	Gen	1355	Outcome	HDN
Run	28	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	376	10000	10000	10000	10000	10000	Gen	582	Outcome	HDN
Run	29	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	359	10000	10000	10000	10000	10000	10000	10000	Gen	724	Outcome	HDN
Run	30	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	389	10000	10000	10000	10000	Gen	397	Outcome	HDN
Run	31	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	451	10000	Gen	3583	Outcome	HDN
Run	32	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	463	10000	10000	Gen	226	Outcome	HDN
Run	33	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	354	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1350	Outcome	HDN
Run	34	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	442	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1058	Outcome	HDN
Run	35	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	438	10000	10000	10000	10000	Gen	327	Outcome	HDN
Run	36	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	444	10000	10000	10000	10000	10000	10000	Gen	512	Outcome	HDN
Run	37	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	411	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1709	Outcome	HDN
Run	38	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	417	10000	Gen	3482	Outcome	HDN
Run	39	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	402	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	1052	Outcome	HDN
Run	40	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	441	10000	10000	10000	Gen	455	Outcome	HDN
Run	41	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	444	10000	Gen	1365	Outcome	HDN
Run	42	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	456	10000	10000	10000	10000	Gen	260	Outcome	HDN
Run	43	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	423	10000	10000	10000	10000	10000	Gen	4753	Outcome	HDN
Run	44	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	428	10000	Gen	598	Outcome	HDN
