Run	0	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	484	10000	10000	10000	10000	10000	10000	10000	10000	Gen	346	Outcome	HDN
Run	1	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	452	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	195	Outcome	HDN
Run	2	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	378	10000	10000	10000	10000	10000	10000	10000	10000	Gen	2799	Outcome	HDN
Run	3	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	446	10000	10000	10000	Gen	1033	Outcome	HDN
Run	4	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	423	10000	10000	10000	10000	10000	10000	10000	10000	10000	Gen	5206	Outcome	HDN
Run	5	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	406	10000	10000	10000	10000	Gen	1690	Outcome	HDN
Run	6	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	455	10000	Gen	768	Outcome	HDN
Run	7	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	460	10000	10000	10000	10000	10000	Gen	1071	Outcome	HDN
Run	8	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	9797	418	10000	10000	Gen	145	Outcome	HDN
Run	9	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	366	10000	10000	10000	10000	10000	Gen	298	Outcome	HDN
Run	10	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	440	10000	10000	10000	10000	10000	10000	10000	Gen	3044	Outcome	HDN
Run	11	FreqPheno	0.0189	WTpopsEnvChange	10000	10000	9811	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	453	10000	10000	10000	10000	10000	10000	10000	Gen	71	Outcome	SSGVSO
Run	12	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	456	10000	10000	10000	10000	10000	Gen	445	Outcome	HDN
Run	13	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	10000	10000	10000	10000	10000	10000	10000	433	Gen	3106	Outcome	HDN
Run	14	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	441	10000	10000	10000	10000	10000	10000	10000	Gen	1260	Outcome	HDN
Run	15	FreqPheno	0	WTpopsEnvChange	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	WTpopsFinal	10000	10000	418	10000	10000	10000	10000	10000	10000	10000	Gen	1800	Outcome	HDN
